Departure,Return,Bike,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-12-01 0:00,2023-12-01 0:00,30728,TRUE,0305 Georgia & Homer,0300 Bute & Barclay,Pay Per Ride,1436,450,1,5,0,0
2023-12-01 0:00,2023-12-01 0:00,30095,TRUE,0006 Olympic Village Station,0150 Alexander & Main,Community Pass E-bike (PWD),2705,654,1,-2,0,0
2023-12-01 0:00,2023-12-01 0:00,1153,FALSE,0354 Station & Terminal,0354 Station & Terminal,Community Pass,3305,1829,6,7,0,0
2023-12-01 0:00,2023-12-01 0:00,30708,TRUE,0144 Wylie & 2nd,0177 Quebec & 1st,365 Day Pass Standard,1032,256,1,-1,0,0
2023-12-01 0:00,2023-12-01 0:00,30292,TRUE,0004 Yaletown-Roundhouse Station,0050 Bute & Comox,365 Day Founding Standard,1405,325,3,0,0,0
2023-12-01 0:00,2023-12-01 0:00,1659,FALSE,0172 10th & Columbia,0298 6th & Carolina,365 Day Pass Plus,1776,549,6,8,0,0
2023-12-01 0:00,2023-12-01 1:00,30379,TRUE,0213 Pender & Gore,0082 Richards & Davie,Community Pass E-bike (PWD),3426,3253,2,0,0,0
2023-12-01 0:00,2023-12-01 0:00,471,FALSE,0252 Woodland & Graveley,0148 Creekside Park North,30 Day Pass,2621,479,5,8,0,0
2023-12-01 0:00,2023-12-01 0:00,553,FALSE,0063 Robson & Granville,0212 Union & Dunlevy,Community Pass,2197,541,6,8,0,0
2023-12-01 0:00,2023-12-01 0:00,1111,FALSE,0025 Homer & Robson (Vancouver Public Library),0187 Bute & Davie,365 Day Pass Standard SALE,1758,458,5,7,0,0
2023-12-01 0:00,2023-12-01 0:00,670,FALSE,0129 Richards & Robson,0190 Melville & Bute,365 Day Pass Plus,1186,262,5,7,0,0
2023-12-01 0:00,2023-12-01 0:00,1942,FALSE,0212 Union & Dunlevy,0057 Marinaside & Cooperage,365 Day Pass Standard,1690,369,5,8,0,0
2023-12-01 0:00,2023-12-01 0:00,30324,TRUE,0002 Burrard Station (Melville & Dunsmuir),0002 Burrard Station (Melville & Dunsmuir),30 Day Pass,0,6,1,5,0,0
2023-12-01 0:00,2023-12-01 0:00,30581,TRUE,0058 Richards & Smithe,0050 Bute & Comox,365 Day Pass Plus,1280,365,2,0,0,0
2023-12-01 0:00,2023-12-01 0:00,30524,TRUE,0002 Burrard Station (Melville & Dunsmuir),0002 Burrard Station (Melville & Dunsmuir),30 Day Pass,0,8,1,5,0,0
2023-11-30 23:00,2023-12-01 0:00,30485,TRUE,0123 Georgia & Thurlow,0314 Rolston & Granville,365 Day Pass Plus,1875,515,2,0,0,0
2023-11-30 23:00,2023-12-01 0:00,398,FALSE,0005 Dunsmuir & Beatty,0028 Davie & Beach,365 Day Pass Standard,4543,1168,6,7,0,0
2023-11-30 23:00,2023-11-30 23:00,30513,TRUE,0138 Richards & Helmcken,0005 Dunsmuir & Beatty,365 Corporate Standard,1310,360,3,6,0,0
2023-11-30 23:00,2023-11-30 23:00,30267,TRUE,0217 Smithe & Burrard,0310 Jervis & Robson,Pay Per Ride,625,162,2,-1,0,0
2023-11-30 23:00,2023-11-30 23:00,721,FALSE,0221 Glen & Union,0253 Charles & Woodland,365 Corporate Standard Renewal,1174,343,5,7,0,0
2023-11-30 23:00,2023-11-30 23:00,826,FALSE,0063 Robson & Granville,0041 Cardero & Robson,365 Day Pass Standard,1347,396,5,7,0,0
2023-11-30 23:00,2023-12-01 0:00,30833,TRUE,0621 Lakewood & Oxford,0088 Harwood & Bute,VIP,7854,1580,1,-1,0,0
2023-11-30 23:00,2023-11-30 23:00,1106,FALSE,0012 Dunsmuir & Richards,0082 Richards & Davie,Community Pass E-bike,1104,398,4,5,0,0
2023-11-30 23:00,2023-11-30 23:00,2053,FALSE,0186 10th & Kingsway,0246 Glen & Broadway,Community Pass E-bike,1368,370,4,6,0,0
2023-11-30 23:00,2023-11-30 23:00,1395,FALSE,0148 Creekside Park North,0027 Beatty & Nelson,Pay Per Ride,1392,397,5,6,0,0
2023-11-30 23:00,2023-12-01 0:00,30379,TRUE,0037 Hornby & Nelson,0213 Pender & Gore,Community Pass E-bike (PWD),3062,3170,2,-2,2351,1
2023-11-30 23:00,2023-11-30 23:00,713,FALSE,0010 Stamps Landing,0148 Creekside Park North,365 Day Pass Standard,1811,470,4,5,0,0
2023-11-30 23:00,2023-11-30 23:00,30531,TRUE,0532 22nd & Cambie,0561 20th & Main,365 Day Pass Standard,1235,253,0,-2,0,0
2023-11-30 23:00,2023-11-30 23:00,987,FALSE,0053 Keefer & Abbott,0212 Union & Dunlevy,30 Day Pass,1112,271,6,7,0,0
2023-11-30 23:00,2023-11-30 23:00,904,FALSE,0218 Carrall & Seawall,0174 1st & Manitoba,365 Day Pass Standard,1186,276,5,7,0,0
2023-11-30 23:00,2023-11-30 23:00,30895,TRUE,0161 Alexander & Dunlevy,0064 Expo & Smithe,365 Corporate Standard,2243,476,0,-2,0,0
2023-11-30 23:00,2023-11-30 23:00,537,FALSE,0310 Jervis & Robson,0032 Comox & Denman,365 Day Pass Standard,1833,578,5,5,0,0
2023-11-30 22:00,2023-11-30 23:00,815,FALSE,0089 Burrard & Drake,0047 Chilco & Beach,Community Pass E-bike,1819,599,5,7,0,0
2023-11-30 22:00,2023-11-30 23:00,30410,TRUE,0005 Dunsmuir & Beatty,0231 Napier & Commercial,365 Day Pass Standard,3358,605,2,0,0,0
2023-11-30 22:00,2023-11-30 22:00,2009,FALSE,0005 Dunsmuir & Beatty,0005 Dunsmuir & Beatty,365 Day Pass Standard,0,16,5,4,0,0
2023-11-30 22:00,2023-11-30 23:00,913,FALSE,0073 Ontario & 5th,0108 1st & Chestnut,365 Corporate Plus,4061,947,5,7,0,0
2023-11-30 22:00,2023-11-30 22:00,1860,FALSE,0012 Dunsmuir & Richards,0005 Dunsmuir & Beatty,365 Day Pass Standard,412,96,5,6,0,0
2023-11-30 22:00,2023-11-30 23:00,30379,TRUE,0040 Cardero & Davie,0037 Hornby & Nelson,Community Pass E-bike (PWD),2320,1371,2,-1,247,1
2023-11-30 22:00,2023-11-30 23:00,1521,FALSE,0096 Nicola & Robson,0039 Helmcken & Burrard,Pay Per Ride,1506,464,5,5,0,0
2023-11-30 22:00,2023-11-30 23:00,691,FALSE,0019 Robson & Hornby,0173 Columbia & 1st,365 Corporate Plus Renewal,2989,744,5,7,0,0
2023-11-30 22:00,2023-11-30 22:00,962,FALSE,0187 Bute & Davie,0002 Burrard Station (Melville & Dunsmuir),Community Pass,1288,337,5,6,0,0
2023-11-30 22:00,2023-11-30 23:00,30307,TRUE,0179 11th & Kingsway,0078 Nelson & Mainland,30 Day Pass,3689,1010,0,4,0,0
2023-11-30 22:00,2023-11-30 22:00,1430,FALSE,0002 Burrard Station (Melville & Dunsmuir),0035 Hastings & Broughton,365 Day Pass Plus,1243,624,5,7,0,0
2023-11-30 22:00,2023-11-30 22:00,30474,TRUE,0078 Nelson & Mainland,0032 Comox & Denman,VIP,3265,687,2,-1,0,0
2023-11-30 22:00,2023-11-30 22:00,987,FALSE,0231 Napier & Commercial,0053 Keefer & Abbott,365 Day Pass Standard,3363,666,6,8,0,0
2023-11-30 22:00,2023-11-30 22:00,774,FALSE,0054 Expo & Carrall,0227 Campbell & Hastings,30 Day Pass,1941,561,5,7,0,0
2023-11-30 22:00,2023-11-30 22:00,758,FALSE,0170 8th & Yukon,0258 13th & St George,365 Corporate Plus Renewal,1997,608,5,6,0,0
2023-11-30 22:00,2023-11-30 23:00,30631,TRUE,0315 1st & Fir,0297 6th & Prince Edward,Community Pass E-bike (PWD),4365,1445,0,-2,0,0
2023-11-30 22:00,2023-11-30 22:00,30631,TRUE,0315 1st & Fir,0315 1st & Fir,Community Pass E-bike (PWD),0,7,0,-3,0,0
2023-11-30 22:00,2023-11-30 22:00,30179,TRUE,0063 Robson & Granville,0228 Keefer & Hawks,Community Pass E-bike (PWD),2945,681,2,6,0,0
2023-11-30 22:00,2023-11-30 22:00,1338,FALSE,0148 Creekside Park North,0057 Marinaside & Cooperage,365 Corporate Plus Renewal,1176,286,4,7,0,0
2023-11-30 22:00,2023-11-30 22:00,1616,FALSE,0170 8th & Yukon,0107 8th & Ontario,30 Day Pass,559,206,6,5,0,0
2023-11-30 22:00,2023-11-30 22:00,29,FALSE,0011 Ontario & Seawall,0256 Prince Edward & 16th,Archived Monthly Plus,2354,826,2,6,0,0
2023-11-30 22:00,2023-11-30 22:00,845,FALSE,0189 Granville Island,0315 1st & Fir,Community Pass E-bike (PWD),704,458,4,5,0,0
2023-11-30 22:00,2023-11-30 22:00,30203,TRUE,0218 Carrall & Seawall,0219 Hawks & Union,365 Day Pass Plus,1695,436,1,-1,0,0
2023-11-30 22:00,2023-11-30 22:00,1659,FALSE,0001 10th & Cambie,0172 10th & Columbia,365 Day Pass Standard,375,102,5,6,0,0
2023-11-30 22:00,2023-11-30 22:00,17,FALSE,0050 Bute & Comox,0004 Yaletown-Roundhouse Station,365 Day Founding Standard,1484,365,6,7,0,0
2023-11-30 22:00,2023-11-30 22:00,247,FALSE,0012 Dunsmuir & Richards,0205 Pine & 10th,365 Day Pass Standard,4324,1161,5,6,0,0
2023-11-30 22:00,2023-11-30 22:00,1720,FALSE,0074 10th & Main,0249 7th & Woodland,365 Day Pass Standard SALE,2491,561,5,7,0,0
2023-11-30 22:00,2023-11-30 22:00,460,FALSE,0173 Columbia & 1st,0144 Wylie & 2nd,365 Day Pass Plus,1408,526,5,4,0,0
2023-11-30 22:00,2023-11-30 22:00,1158,FALSE,0011 Ontario & Seawall,0197 1st & Scotia,365 Day Pass Plus,755,266,5,4,0,0
2023-11-30 22:00,2023-11-30 22:00,30463,TRUE,0242 8th & Commercial,0250 Woodland & 4th,365 Corporate Plus Renewal,615,137,0,4,0,0
2023-11-30 22:00,2023-11-30 22:00,562,FALSE,0106 Heather & 14th,0071 14th & Granville,365 Corporate Plus,1496,425,5,6,0,0
2023-11-30 22:00,2023-11-30 22:00,1474,FALSE,0217 Smithe & Burrard,0052 Cambie & Water,365 Corporate Standard,1703,628,6,7,0,0
2023-11-30 22:00,2023-11-30 22:00,720,FALSE,0212 Union & Dunlevy,0313 Nelson & Denman,365 Day Pass Standard,4114,1389,5,7,0,0
2023-11-30 22:00,2023-11-30 22:00,1497,FALSE,0253 Charles & Woodland,0212 Union & Dunlevy,365 Corporate Standard Renewal,3389,740,5,7,0,0
2023-11-30 22:00,2023-11-30 22:00,968,FALSE,0129 Richards & Robson,0005 Dunsmuir & Beatty,365 Day Pass Standard,794,312,6,7,0,0
2023-11-30 22:00,2023-11-30 22:00,30487,TRUE,0218 Carrall & Seawall,0174 1st & Manitoba,Pay Per Ride,1212,279,0,-2,0,0
2023-11-30 22:00,2023-11-30 22:00,30132,TRUE,0244 10th & Commercial,0001 10th & Cambie,365 Corporate Plus Renewal,3240,711,1,5,0,0
2023-11-30 22:00,2023-11-30 22:00,30889,TRUE,0218 Carrall & Seawall,0174 1st & Manitoba,Pay Per Ride,1177,303,1,5,0,0
2023-11-30 22:00,2023-11-30 22:00,30487,TRUE,0218 Carrall & Seawall,0218 Carrall & Seawall,Pay Per Ride,1,7,0,-2,0,0
2023-11-30 22:00,2023-11-30 22:00,30889,TRUE,0218 Carrall & Seawall,0218 Carrall & Seawall,Pay Per Ride,0,8,1,-2,0,0
2023-11-30 22:00,2023-11-30 22:00,30307,TRUE,0054 Expo & Carrall,0179 11th & Kingsway,Pay Per Ride,2456,1002,0,-1,0,0
2023-11-30 22:00,2023-11-30 22:00,1248,FALSE,0218 Carrall & Seawall,0173 Columbia & 1st,Pay Per Ride,1423,419,5,5,0,0
2023-11-30 22:00,2023-11-30 22:00,2029,FALSE,0218 Carrall & Seawall,0173 Columbia & 1st,Pay Per Ride,1441,431,5,7,0,0
