Departure,Return,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-09-01 0:00,2023-09-01 0:00,FALSE,0137 Beach & Seymour,0142 Beach & Cardero,365 Day Founding Standard,1509,377,17,20,0,0
2023-09-01 0:00,2023-09-01 0:00,FALSE,0063 Robson & Granville,0217 Smithe & Burrard,365 Corporate Plus Renewal,479,253,18,17,0,0
2023-09-01 0:00,2023-09-01 0:00,TRUE,0021 Cordova & Granville,0193 Science World,Community Pass E-bike (PWD),3042,965,15,18,0,0
2023-09-01 0:00,2023-09-01 0:00,FALSE,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,Pay Per Ride,1182,1415,17,16,0,0
2023-09-01 0:00,2023-09-01 0:00,FALSE,0064 Expo & Smithe,0053 Keefer & Abbott,365 Day Pass Plus,743,266,19,19,0,0
2023-09-01 0:00,2023-09-01 0:00,TRUE,0282 14th & Fraser,0565 27th & Main,Community Pass E-bike (PWD),3603,934,12,17,0,0
2023-09-01 0:00,2023-09-01 0:00,FALSE,0036 Bute & Robson,0031 Morton & Denman,365 Corporate Standard,1874,624,18,18,0,0
2023-09-01 0:00,2023-09-01 0:00,FALSE,0074 10th & Main,0249 7th & Woodland,365 Day Pass Standard SALE,2523,714,17,19,0,0
2023-09-01 0:00,2023-09-01 0:00,FALSE,0126 Thurlow & Pendrell,0024 Hornby & Pender,365 Day Pass Plus,1656,783,19,20,0,0
2023-09-01 0:00,2023-09-01 0:00,TRUE,0078 Nelson & Mainland,0036 Bute & Robson,365 Day Pass Plus,1427,358,13,11,0,0
2023-09-01 0:00,2023-09-01 0:00,FALSE,0218 Carrall & Seawall,0011 Ontario & Seawall,365 Day Pass Standard,892,392,18,18,0,0
2023-09-01 0:00,2023-09-01 0:00,FALSE,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,Pay Per Ride,1170,1840,16,15,0,0
2023-09-01 0:00,2023-09-01 0:00,FALSE,0173 Columbia & 1st,0045 Beach & Hornby,Community Pass,4533,1080,17,19,0,0
2023-09-01 0:00,2023-09-01 0:00,FALSE,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,Pay Per Ride,1270,1867,17,18,0,0
2023-09-01 0:00,2023-09-01 0:00,TRUE,0039 Helmcken & Burrard,0039 Helmcken & Burrard,Community Pass E-bike (PWD),723,179,15,19,0,0
2023-09-01 0:00,2023-09-01 0:00,TRUE,0039 Helmcken & Burrard,0039 Helmcken & Burrard,Community Pass E-bike (PWD),0,5,15,18,0,0
